smiles,pubchem,cirpy,exists_any,Has_CAS
CC(=O)O[C@H](CCl)CN(C[C@@H](CCl)OC(C)=O)C[C@@H](CCl)OC(C)=O,False,True,True,False
CC(=O)NCC(O)CCl,False,True,True,False
CC1(C)[C@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,False,True,True,False
O=C(Cl)OCC(Cl)(Cl)Cl,False,True,True,False
CC(=O)O[C@H](CCl)CN(C[C@@H](CCl)OC(C)=O)C(C)=O,False,True,True,False
CC(=O)NC[C@@H](CBr)OC(C)=O,False,True,True,False
CC(C)(C)OC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,False,True,True,False
NCC(O)CCl,False,True,True,False
CC1=NCC(CO)O1,False,True,True,False
O[C@H](CCl)CN=Cc1ccccc1,False,True,True,False
CC(=O)NC[C@H]1CN(c2ccc(C3CCS(=O)(=O)CC3)c(F)c2)C(=O)O1,False,True,True,False
CC(C)(C)OC(=O)NC[C@H]1CN(c2ccc(N3CCS(=O)(=O)CC3)c(F)c2)C(=O)O1,False,True,True,False
Cc1ccc(S(=O)(=O)C[C@@H]2COC(C)(C)O2)cc1,False,True,True,False
CCc1cc(C#N)cc(C)c1OC[C@@H]1COC(C)(C)O1,False,True,True,False
CC(=O)C1(C(=O)OC(C)(C)C)CCCC1,False,True,True,False
CCOC(=O)C(=O)CC(=O)C1CCCC1,False,True,True,False
N#CCC(N)=O,False,True,True,False
CCOC(=O)c1cc(C2CCCC2)[nH]c(=O)c1C#N,False,True,True,False
CCOC(=O)C(=O)OCC,False,True,True,False
O=C(O)c1cc(Cl)nc(C2CCCC2)c1,False,True,True,False
CCc1cc(C(=N)NOC(=O)c2cc(OC)nc(C3CCCC3)c2)cc(C)c1OC(=O)c1cc(OC)nc(C2CCCC2)c1,False,True,True,False
CCc1cc(-c2noc(-c3cc(C4CCCC4)[nH]c(=O)c3)n2)cc(C)c1OC[C@@H](O)CO,False,True,True,False
COC(=O)c1cc(C2CCCC2)n(C)c(=O)c1,False,True,True,False
[Br][Zn][CH]1CCCC1,False,True,True,False
NC(=O)c1c(C(=O)O)cc(C2CCCC2)[nH]c1=O,False,True,True,False
CCc1cc(-c2noc(-c3cc(OC)nc(C4CCCC4)c3)n2)cc(C)c1OC(=O)c1cc(OC)nc(C2CCCC2)c1,False,True,True,False
C[O-],False,True,True,False
C[C@H](c1ccccc1)N1C(=O)Nc2ccc(Cl)cc2C1(O)C(F)(F)F,False,True,True,False
C[C@H](c1ccccc1)N1C(=O)Nc2ccc(Cl)cc2[C@]1(O)C(F)(F)F,False,True,True,False
C[C@H](c1ccccc1)N1C(=O)Nc2ccc(Cl)cc2C1C(F)(F)F,False,True,True,False
[Cl][Mg][C]#CC1CC1,False,True,True,False
FC(F)(F)c1ccccn1,False,True,True,False
CC1(C)[C@@H](C(=O)O)CC[C@@]1(C)C(=O)O,False,True,True,False
CN1CCCCC1CCc1ccccc1N,False,True,True,False
COS(=O)(=O)c1ccc(C)cc1,False,True,True,False
O=C([O-])[C@H](O)c1ccccc1,False,True,True,False
CS(=O)(=O)OC(=O)[C@H](O)c1ccccc1,False,True,True,False
CC(C)(C)C(=O)OC(=O)[C@H](OC(=O)C(C)(C)C)c1ccccc1,False,True,True,False
Cc1ccc(S(=O)(=O)OC(=O)[C@H](O)c2ccccc2)cc1,False,True,True,False
CC(C)(C)SS(=O)C(C)(C)C,False,True,True,False
COC(=O)[C@H]1CC[C@H](NS(=O)(=O)C(C)(C)C)CC1,False,True,True,False
CCOC(=O)[C@H]1CC[C@H](NS(=O)C(C)(C)C)CC1,False,True,True,False
COC(=O)C1CCC(NS(=O)C(C)(C)C)CC1,False,True,True,False
CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Cl)CC1,False,True,True,False
CC(C)(C)S(=O)N[C@H]1CC[C@H](C(=O)O)CC1,False,True,True,False
CC(C)N,False,True,True,False
CC(C)NC(C)C,False,True,True,False
CC[C@H](CO[Si](C)(C)C(C)(C)C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,False,True,True,False
C=COC(C)=O,False,True,True,False
CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1,False,True,True,False
CC(C)(C)[Si](C)(C)OC[C@H]1CO1,False,True,True,False
[CH3][Mg][Br],False,True,True,False
CC[C@@H](O)CO[Si](C)(C)C(C)(C)C,False,True,True,False
C[C@@H](C1CC1)N1CC23C=CC(O2)C(Cl)C3C1=O,False,True,True,False
N#C[S-],False,True,True,False
CSC1C2OC3(C=C2Br)CN([C@@H](C)C2CC2)C(=O)C13,False,True,True,False
C[C@H](N=Cc1cc(Br)co1)C1CC1,False,True,True,False
O=Cc1ccco1,False,True,True,False
C[C@H](N=Cc1cc(Br)c([Si](C)(C)C)o1)C1CC1,False,True,True,False
O=Cc1cc(Br)cs1,False,True,True,False
O=Cc1cc(Br)co1,False,True,True,False
C[C@H](N=Cc1cc(Br)cs1)C1CC1,False,True,True,False
C[Si](C)(C)c1occc1Br,False,True,True,False
CSC=CC(=O)O,False,True,True,False
C[C@H](N=Cc1ccco1)C1CC1,False,True,True,False
FC(F)SCl,False,True,True,False
O=[S-](=O)c1ccccc1,False,True,True,False
FC(F)Cl,False,True,True,False
COc1ccc(Cn2nccc2N)cc1,False,True,True,False
CCOC(=O)C1C(=O)Nc2c(cnn2Cc2ccc(OC)cc2)C1=O,False,True,True,False
COc1ccc(Cn2ncc3c(Cl)cc(Cl)nc32)cc1,False,True,True,False
CCOC(=O)c1cnn(Cc2ccc(OC)cc2)c1N,False,True,True,False
Oc1cc(O)c2cn[nH]c2n1,False,True,True,False
O=Cc1c(Cl)ccnc1F,False,True,True,False
CCOC(OCC)OCC,False,True,True,False
COc1ccc(Cn2ncc3c(O)cc(O)nc32)cc1,False,True,True,False
COc1ccc(Cn2nccc2NC=C2C(=O)OC(C)(C)OC2=O)cc1,False,True,True,False
COc1ccc(Cn2ncc3c(O)ccnc32)cc1,False,True,True,False
COc1ccc(CNN)cc1,False,True,True,False
COc1ccc(Cn2ncc3c(Cl)ccnc32)cc1,False,True,True,False
Cc1c(NS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,False,True,True,False
N,True,True,True,False
Cc1c(N)c(=O)n(-c2ccccc2)n1C,False,True,True,False
Cc1cc(=O)n(-c2ccccc2)n1C,False,True,True,False
COc1ccc(CCl)cc1,False,True,True,False
O=C(O)CC(O)C(=O)O,False,True,True,False
[Br-],False,True,True,False
CC(C)CCC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,False,True,True,False
O=C1OC(=O)c2ccccc21,False,True,True,False
CC(C)CCC(=O)C[C@@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,False,True,True,False
FC1CCCCC1N(Cc1ccccc1)Cc1ccccc1,False,True,True,False
F[C@H]1CCCC[C@@H]1N(Cc1ccccc1)Cc1ccccc1,False,True,True,False
CCOP1(F)=NP(O)(O)=NP(O)(O)=N1,False,True,True,False
OP1(F)=NP(F)(F)=NP(F)(F)=N1,False,True,True,False
[KH],True,True,True,False
[NaH],False,True,True,False
F,True,True,True,False
CCOP1(OCC)=NP(F)(F)=NP(F)(F)=N1,False,True,True,False
C1CNCCN1,False,True,True,False
O=CC1CC1,False,True,True,False
Nc1ccc(C(=O)N2CCN(C(=O)c3ccc(N)cc3)CC2)cc1,False,True,True,False
O=C(Cl)c1ccc([N+](=O)[O-])cc1,False,True,True,False
N#CN,False,True,True,False
CSC(C)C(C=CC(=O)C(F)(F)F)=CN1CCCC1,False,True,True,False
CCOC(=O)CS,False,True,True,False
O=CN1CCN(c2cccc3sccc23)CC1,False,True,True,False
CC(C)(C)OC(=O)N1CCN(c2cccc(F)c2C=O)CC1,False,True,True,False
O=C(O)CS,False,True,True,False
CCOC(OCC)(OCC)OCC,False,True,True,False
ClCCBr,False,True,True,False
C#CC(=O)OC,False,True,True,False
COC(=O)C=CO[C@H](CN(Cc1ccccc1)Cc1ccccc1)C(=O)OC,False,True,True,False
COC(=O)[C@H](O)CN(Cc1ccccc1)Cc1ccccc1,False,True,True,False
COC(=O)/C=C\O[C@H](CN(Cc1ccccc1)Cc1ccccc1)C(=O)OC,False,True,True,False
COC(=O)CCO[C@H](CN)C(=O)OC,False,True,True,False
COC(=O)/C=C/O[C@H](CN(Cc1ccccc1)Cc1ccccc1)C(=O)OC,False,True,True,False
CC[O-],False,True,True,False
O=[N+]([O-])c1cc([C@H](O)CBr)ccc1OCc1ccccc1,False,True,True,False
C=NO,False,True,True,False
COc1cc([N+](=O)[O-])ccc1-c1cnco1,False,True,True,False
[Cl][Zn]([Cl])([Cl])[Cl],False,True,True,False
COc1cc([N+](=O)[O-])ccc1C(NO)S(=O)(=O)[O-],False,True,True,False
[C]=NCS(=O)(=O)c1ccc(C)cc1,False,True,True,False
O=C(O)Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O,False,True,True,False
O=S(=O)(O)c1ccccc1,False,True,True,False
CCOC(=O)Cn1ccnc(Oc2nccn(CC(=O)OCC)c2=O)c1=O,False,True,True,False
O=C(Cl)c1ncccc1F,False,True,True,False
NCc1ncccc1F,False,True,True,False
O=C=O,False,True,True,False
FC(F)(CNCC(F)(F)c1ccccn1)c1ccccn1,False,True,True,False
CO/N=C1\CN(C(=O)OC(C)(C)C)CC1CN,False,True,True,False
CON=C1CN(C(=O)OC(C)(C)C)CC1C#N,False,True,True,False
CC(C)(C)OC(=O)N1CC(N)=C(C#N)C1,False,True,True,False
Oc1ccc(Br)cc1,False,True,True,False
O=C(Cl)Oc1ccccc1,False,True,True,False
CCC[CH2][Mg][Cl],False,True,True,False
O=C1O[C@H](CO)[C@@H](O)[C@H]1O,False,True,True,False
CC1(C)O[C@@H]2[C@@H](COS(C)(=O)=O)OC(=O)[C@@H]2O1,False,True,True,False
Cc1cccc(I)c1C,False,True,True,False
COc1ccc(I)cc1C,False,True,True,False
Cc1cccc(C)c1I,False,True,True,False
COc1ccccc1C,False,True,True,False
CCOC(=O)C[C@H](O)c1ccccc1,False,True,True,False
CC1(C)C[C@@H](O)CCO1,False,True,True,False
CN,False,True,True,False
CCCCO,False,True,True,False
CCCCOc1oc(C(=O)O)nc1C,False,True,True,False
CCOC(=O)c1nc(C)c(OCC)o1,False,True,True,False
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,False,True,True,False
CCCCOC(=O)C(=O)OCCCC,False,True,True,False
CCOc1ocnc1C,False,True,True,False
CCOC(=O)C(=O)N[C@@H](C)C(=O)OCC,False,True,True,False
CCCCOC(=O)C(=O)N[C@@H](C)C(=O)OCCCC,False,True,True,False
O=C([O-])C(F)(F)Cl,False,True,True,False
O=[N+]([O-])c1ccc(S(=O)(=O)Oc2ccc(F)cc2)cc1,False,True,True,False
COC(=O)Oc1ccc(F)c(N)c1,False,True,True,False
COC(=O)Oc1ccc(F)cc1[N+](=O)[O-],False,True,True,False
O=[N+]([O-])c1ccc(S(=O)(=O)Oc2ccc(F)cc2[N+](=O)[O-])cc1,False,True,True,False
COC(=O)Oc1ccc(F)c([N+](=O)[O-])c1,False,True,True,False
COC(=O)Oc1ccc(F)cc1,False,True,True,False
O=[N+]([O-])c1ccc(S(=O)(=O)Oc2ccc(F)c([N+](=O)[O-])c2)cc1,False,True,True,False
N#[C][Fe-4]([C]#N)([C]#N)([C]#N)([C]#N)[C]#N,False,True,True,False
O=C(Cl)Cc1ccc(Cl)cc1,False,True,True,False
O=C(Cl)Cc1ccc(Br)cc1,False,True,True,False
O=C(Cl)Cc1ccccc1,False,True,True,False
O=C(Cl)Cc1ccc([N+](=O)[O-])cc1,False,True,True,False
O=C(Cl)Cc1ccc(F)cc1,False,True,True,False
ON=Cc1ccccc1,False,True,True,False
O=[N+]([O-])c1ccc(-c2cc(CBr)on2)cc1,False,True,True,False
ON=C(Cl)c1ccccc1,False,True,True,False
COc1ccc(C(Cl)=NO)cc1,False,True,True,False
O=Cc1ccc([N+](=O)[O-])cc1,False,True,True,False
COc1ccc(C=NO)cc1,False,True,True,False
O=[N+]([O-])c1ccc(C(Cl)=NO)cc1,False,True,True,False
C#CCBr,False,True,True,False
ON=C(Cl)c1ccc(F)cc1,False,True,True,False
COc1ccc(-c2cc(CBr)on2)cc1,False,True,True,False
COc1ccc(C=O)cc1,False,True,True,False
BrCc1cc(-c2ccccc2)no1,False,True,True,False
O=[N+]([O-])c1ccc(C=NO)cc1,False,True,True,False
CC1(C)OB(c2ccc(C(=O)N3CCCC3)cc2F)OC1(C)C,False,True,True,False
CN(C)C(=O)c1ccc(Br)cc1F,False,True,True,False
CC(C)OB(OC(C)C)OC(C)C,False,True,True,False
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,False,True,True,False
CN(C)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1F,False,True,True,False
OC1CCCCC1,False,True,True,False
O=C=Nc1ccccc1,False,True,True,False
CC(=O)Nc1ccccc1,False,True,True,False
