DOI,center,controls,stereo_type,BNN_status,BNN_value,BNN_smiles,BNN_CIP,Reaxys_status,Reaxys_value,Reaxys_smiles,Reaxys_CIP,classification,summary
op5001226,14,"(13, 15, 32)",Atom_Tetrahedral,Unspecified,Fused ring,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,Specified,Tet_CW,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Reaxys S vs BNN fused ring,fused ring tetrahedral vs S tetrahedral
op5001226,11,"(5, 12, 13)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Other,R tetrahedral vs R tetrahedral
op5001226,5,"(4, 6, 7, 28)",Atom_Tetrahedral,Specified,Tet_CW,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Specified,Tet_CW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Other,R tetrahedral vs R tetrahedral
op5001226,13,"(12, 14, 15)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Other,S tetrahedral vs S tetrahedral
op5001226,7,"(5, 8, 9)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Other,R tetrahedral vs R tetrahedral
op5001226,21,"(15, 20, 22, 23)",Atom_Tetrahedral,Specified,Tet_CW,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Specified,Tet_CW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Other,S tetrahedral vs S tetrahedral
op5001226,25,"(23, 26, 27)",Atom_Tetrahedral,Specified,Tet_CW,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Specified,Tet_CW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Other,S tetrahedral vs S tetrahedral
op5001226,28,"(5, 10, 27, 29)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Other,S tetrahedral vs S tetrahedral
op5001226,10,"(9, 11, 28)",Atom_Tetrahedral,Unspecified,Fused ring,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,Specified,Tet_CW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Reaxys S vs BNN fused ring,fused ring tetrahedral vs S tetrahedral
op5001226,23,"(11, 21, 24, 25)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Other,R tetrahedral vs R tetrahedral
op5001226,11,"(10, 12, 23)",Atom_Tetrahedral,Unspecified,Fused ring,CCC(=O)O[C@@]1(F)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,Specified,Tet_CCW,CCC(=O)O[C@@]1(F)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Reaxys S vs BNN fused ring,fused ring tetrahedral vs S tetrahedral
op5001226,30,"(18, 28, 31, 32)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Other,R tetrahedral vs R tetrahedral
op5001226,14,"(5, 15, 16)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Other,R tetrahedral vs R tetrahedral
op5001226,17,"(16, 18, 35)",Atom_Tetrahedral,Unspecified,Fused ring,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,Specified,Tet_CW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Reaxys S vs BNN fused ring,fused ring tetrahedral vs S tetrahedral
op5001226,5,"(4, 6, 14, 35)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,R,Other,R tetrahedral vs R tetrahedral
op5001226,20,"(19, 21, 22)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Other,S tetrahedral vs S tetrahedral
op5001226,28,"(22, 27, 29, 30)",Atom_Tetrahedral,Specified,Tet_CW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Specified,Tet_CW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Other,S tetrahedral vs S tetrahedral
op5001226,32,"(30, 33, 34)",Atom_Tetrahedral,Specified,Tet_CW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Specified,Tet_CW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Other,S tetrahedral vs S tetrahedral
op5001226,18,"(17, 19, 30)",Atom_Tetrahedral,Unspecified,Fused ring,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Reaxys S vs BNN fused ring,fused ring tetrahedral vs S tetrahedral
op5001226,35,"(5, 17, 34, 36)",Atom_Tetrahedral,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Specified,Tet_CCW,CCC(=O)O[C@]1(C(=O)SC(=O)N(C)C)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,S,Other,S tetrahedral vs S tetrahedral
acs.oprd.7b00153,16,"(1, 15, 17)",Atom_Tetrahedral,Unspecified,Fused ring,C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,,Specified,Tet_CCW,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,S,Reaxys S vs BNN fused ring,fused ring tetrahedral vs S tetrahedral
acs.oprd.7b00153,10,"(9, 11, 17)",Atom_Tetrahedral,Specified,Tet_CCW,C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,S,Specified,Tet_CCW,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,S,Other,S tetrahedral vs S tetrahedral
acs.oprd.7b00153,4,"(3, 5, 17)",Atom_Tetrahedral,Unspecified,Fused ring,C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,,Specified,Tet_CW,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,S,Reaxys S vs BNN fused ring,fused ring tetrahedral vs S tetrahedral
acs.oprd.7b00153,12,"(11, 13, 14, 19)",Atom_Tetrahedral,Specified,Tet_CW,C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,R,Specified,Tet_CW,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,R,Other,R tetrahedral vs R tetrahedral
acs.oprd.7b00153,5,"(4, 6, 7)",Atom_Tetrahedral,Specified,Tet_CW,C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,R,Specified,Tet_CW,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,R,Other,R tetrahedral vs R tetrahedral
acs.oprd.7b00153,1,"(0, 2, 16)",Atom_Tetrahedral,Specified,Tet_CCW,C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,R,Specified,Tet_CCW,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,R,Other,R tetrahedral vs R tetrahedral
acs.oprd.7b00153,17,"(4, 10, 16, 18)",Atom_Tetrahedral,Specified,Tet_CW,C[C@@H]1CCC2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,R,Specified,Tet_CW,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,R,Other,R tetrahedral vs R tetrahedral
op034028h,5,"(4, 6, 7)",Atom_Tetrahedral,Specified,Tet_CCW,CC(=O)NC[C@H](O)CCl,S,Unspecified,NoValue,CC(=O)NCC(O)CCl,,BNN R/S vs Reaxys unspecified,S tetrahedral vs unspecified tetrahedral
op034028h,5,"(4, 6, 7)",Atom_Tetrahedral,Specified,Tet_CW,CC(=O)NC[C@H]1CO1,S,Unspecified,NoValue,CC(=O)NCC1CO1,,BNN R/S vs Reaxys unspecified,S tetrahedral vs unspecified tetrahedral
op034028h,3,"(1, 4, 14)",Atom_Tetrahedral,Unspecified,Fused ring,CC1(C)C2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,,Specified,Tet_CW,CC1(C)[C@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,S,Reaxys S vs BNN fused ring,fused ring tetrahedral vs S tetrahedral
op034028h,6,"(1, 5, 7, 12)",Atom_Tetrahedral,Specified,Tet_CCW,CC1(C)C2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,S,Specified,Tet_CCW,CC1(C)[C@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,S,Other,S tetrahedral vs S tetrahedral
op034028h,4,"(3, 5, 7)",Atom_Tetrahedral,Specified,Tet_CCW,CC1=NC[C@H](CO)O1,R,Unspecified,NoValue,CC1=NCC(CO)O1,,BNN R/S vs Reaxys unspecified,R tetrahedral vs unspecified tetrahedral
op5003215,6,"(5, 7, 8)",Atom_Tetrahedral,Specified,Tet_CW,CCOC(=O)C[C@@H](O)c1ccccc1,R,Specified,Tet_CCW,CCOC(=O)C[C@H](O)c1ccccc1,S,Reaxys S vs BNN R,R tetrahedral vs S tetrahedral
